"name","chr","description"
"HACL1","3","2-hydroxyacyl-CoA"
"TBC1D5","3","TBC1"
"CAPN7","3","calpain"
"RFTN1","3","raftlin,"
"C3orf20","3","chromosome"
"RBSN","3","rabenosyn,"
"GALNT15","3","polypeptide"
"SLC6A6","3","solute"
"KCNC3","19","potassium"
"NAPSA","19","napsin"
"NR1H2","19","nuclear"
"LRRC4B","19","leucine"
"PDLIM4","5","PDZ"
"KIF3A","5","kinesin"
"MGAT1","5","mannosyl"
"GFPT2","5","glutamine-fructose-6-phosphate"
"TUBG1","17","tubulin"
"PSME3","17","proteasome"
"RPL27","17","ribosomal"
"PSMC3IP","17","PSMC3"
"AOC3","17","amine"
"ACLY","17","ATP"
"VPS25","17","vacuolar"
"RAMP2","17","receptor"
"AOC2","17","amine"
"G6PC","17","glucose-6-phosphatase"
"NDUFA2","5","NADH:ubiquinone"
"ANKHD1","5","ankyrin"
"DIAPH1","5","diaphanous"
"NDFIP1","5","Nedd4"
"UBE2D2","5","ubiquitin"
"EXOC4","7","exocyst"
"ACAP3","1","ArfGAP"
"C1orf159","1","chromosome"
"ANO1","11","anoctamin"
"PPFIA1","11","PTPRF"
"TMEM204","16","transmembrane"
"KREMEN2","16","kringle"
"THOC6","16","THO"
"TRAF7","16","TNF"
"BARX1","9","BARX"
"NINJ1","9","ninjurin"
"CA6","1","carbonic"
"NPHP4","1","nephrocystin"
"MAP1B","5","microtubule"
"RHOXF2","X","Rhox"
"IL13RA1","X","interleukin"
"WDR44","X","WD"
"CKMT2","5","creatine"
"ZCCHC9","5","zinc"
"KRT34","17","keratin"
"KRT33B","17","keratin"
"TNS4","17","tensin"
"TOP2A","17","DNA"
"STARD3","17","StAR"
"RARA","17","retinoic"
"PPP1R1B","17","protein"
"KHDRBS3","8","KH"
"CHD1L","1","chromodomain"
"PEX11B","1","peroxisomal"
"FMO5","1","flavin"
"PIAS3","1","protein"
"PRKAB2","1","protein"
"FSHB","11","follicle"
"PDHA1","X","pyruvate"
"RAI2","X","retinoic"
"MCCC2","5","methylcrotonoyl-CoA"
"ZNF304","19","zinc"
"ZSCAN5A","19","zinc"
"ZNF132","19","zinc"
"USP29","19","ubiquitin"
"SELENOS","15","selenoprotein"
"CHSY1","15","chondroitin"
"SNRPA1","15","small"
"LLGL1","17","LLGL1,"
"NR0B2","1","nuclear"
"LIN28A","1","lin-28"
"THAP1","8","THAP"
"RHPN2","19","rhophilin"
"C19orf12","19","chromosome"
"FAAP24","19","Fanconi"
"LRRC9","14","leucine"
"ACTR10","14","actin"
"ABHD12B","14","abhydrolase"
"GCH1","14","GTP"
"LGALS3","14","galectin"
"PODNL1","19","podocan"
"DNAJB1","19","DnaJ"
"ZSWIM4","19","zinc"
"FBXW9","19","F-box"
"RFX1","19","regulatory"
"ZNF20","19","zinc"
"C19orf57","19","chromosome"
"DCAF15","19","DDB1"
"CC2D1A","19","coiled-coil"
"RTBDN","19","retbindin"
"MATN3","2","matrilin"
"TRIM21","11","tripartite"
"SPATA6","1","spermatogenesis"
"LRRC41","1","leucine"
"CCT6B","17","chaperonin"
"DHX30","3","DExH-box"
"RAF1","3","Raf-1"
"SLC6A11","3","solute"
"PPARG","3","peroxisome"
"NUP210","3","nucleoporin"
"FCRLA","1","Fc"
"HSD17B7","1","hydroxysteroid"
"ENOSF1","18","enolase"
"EMILIN2","18","elastin"
"SLX1A","16","SLX1"
"ARFIP2","11","ADP"
"TRIM5","11","tripartite"
"CNGA4","11","cyclic"
"TRIM22","11","tripartite"
"RRP8","11","ribosomal"
"TIMM10B","11","translocase"
"EFR3A","8","EFR3"
"HHLA1","8","HERV-H"
"PTCD3","2","pentatricopeptide"
"IMMT","2","inner"
"MRPL35","2","mitochondrial"
"IQCA1","2","IQ"
"ILKAP","2","ILK"
"PER2","2","period"
"RAMP1","2","receptor"
"SCLY","2","selenocysteine"
"PTPRE","10","protein"
"RAN","12","RAN,"
"PRKAA1","5","protein"
"CARD6","5","caspase"
"RAP1GAP2","17","RAP1"
"CLUH","17","clustered"
"INPP5K","17","inositol"
"MYBBP1A","17","MYB"
"RPA1","17","replication"
"SERPINF1","17","serpin"
"UBE2G1","17","ubiquitin"
"EEFSEC","3","eukaryotic"
"TBC1D14","4","TBC1"
"TMEM128","4","transmembrane"
"COQ3","6","coenzyme"
"PNISR","6","PNN"
"POPDC3","6","popeye"
"SEC61G","7","Sec61"
"LANCL2","7","LanC"
"FIGNL1","7","fidgetin"
"DDC","7","dopa"
"FTHL17","X","ferritin"
"GRSF1","4","G-rich"
"ENAM","4","enamelin"
"JCHAIN","4","joining"
"ANKRD17","4","ankyrin"
"UTP3","4","UTP3,"
"ITGB4","17","integrin"
"WBP2","17","WW"
"H3F3B","17","H3"
"UNK","17","unkempt"
"TRIM47","17","tripartite"
"ZRANB2","1","zinc"
"EIF5A","17","eukaryotic"
"KDM6B","17","lysine"
"CLEC10A","17","C-type"
"SLC52A1","17","solute"
"GUCY2D","17","guanylate"
"GPS2","17","G"
"XAF1","17","XIAP"
"DLG4","17","discs"
"RIDA","8","reactive"
"VPS13B","8","vacuolar"
"RGS22","8","regulator"
"MATN2","8","matrilin"
"REEP2","5","receptor"
"PCBD2","5","pterin-4"
"SDF2","17","stromal"
"FLOT2","17","flotillin"
"ERAL1","17","Era"
"PRMT7","16","protein"
"NIP7","16","NIP7,"
"TERF2","16","telomeric"
"VPS4A","16","vacuolar"
"MTSS1L","16","MTSS1L,"
"HSPA12B","20","heat"
"ANKEF1","20","ankyrin"
"SCP2D1","20","SCP2"
"PCED1A","20","PC-esterase"
"SNAP25","20","synaptosome"
"BTBD3","20","BTB"
"PCNA","20","proliferating"
"NXT1","20","nuclear"
"POLR3F","20","RNA"
"RIN2","20","Ras"
"PTPRA","20","protein"
"SSTR4","20","somatostatin"
"DAP3","1","death"
"RHBG","1","Rh"
"KHDC4","1","KH"
"ATP1A4","1","ATPase"
"NES","1","nestin"
"BCAN","1","brevican"
"CRP","1","C-reactive"
"ARHGEF11","1","Rho"
"RAB25","1","RAB25,"
"HAPLN2","1","hyaluronan"
"APCS","1","amyloid"
"FCRL2","1","Fc"
"DCAF8","1","DDB1"
"SYT11","1","synaptotagmin"
"IGHMBP2","11","immunoglobulin"
"ACY3","11","aminoacylase"
"ALDH3B2","11","aldehyde"
"TESMIN","11","testis"
"MMACHC","1","methylmalonic"
"DPH2","1","DPH2"
"TOE1","1","target"
"NASP","1","nuclear"
"MUTYH","1","mutY"
"CTNNBL1","20","catenin"
"LPIN3","20","lipin"
"ZSWIM3","20","zinc"
"RBM38","20","RNA"
"VSTM2L","20","V-set"
"OSER1","20","oxidative"
"SERINC3","20","serine"
"PPP1R3D","20","protein"
"DMGDH","5","dimethylglycine"
"BHMT2","5","betaine--homocysteine"
"AP3B1","5","adaptor"
"ZBED3","5","zinc"
"PATJ","1","PATJ,"
"KANK4","1","KN"
"ANGPTL3","1","angiopoietin"
"SYT4","18","synaptotagmin"
"SLC14A2","18","solute"
"FBXO44","1","F-box"
"CPLANE2","1","ciliogenesis"
"CASP9","1","caspase"
"NMUR2","5","neuromedin"
"DCTN4","5","dynactin"
"PDE6A","5","phosphodiesterase"
"ATP8A2","13","ATPase"
"MTUS2","13","microtubule"
"ZMYM5","13","zinc"
"USPL1","13","ubiquitin"
"XPO4","13","exportin"
"TPTE2","13","transmembrane"
"POMP","13","proteasome"
"CDK8","13","cyclin"
"ALOX5AP","13","arachidonate"
"WASF3","13","WAS"
"RNF17","13","ring"
"GPR12","13","G"
"CHRM3","1","cholinergic"
"MYH8","17","myosin"
"MYH10","17","myosin"
"PEMT","17","phosphatidylethanolamine"
"SCO1","17","SCO1,"
"MPRIP","17","myosin"
"CHI3L1","1","chitinase"
"MYBPH","1","myosin"
"PIK3C2B","1","phosphatidylinositol-4-phosphate"
"DSTYK","1","dual"
"CHIT1","1","chitinase"
"SLC41A1","1","solute"
"LGR6","1","leucine"
"TMCC2","1","transmembrane"
"DCLK1","13","doublecortin"
"CCNA1","13","cyclin"
"COG6","13","component"
"SPART","13","spartin"
"RXFP2","13","relaxin"
"EPSTI1","13","epithelial"
"TRPC4","13","transient"
"POSTN","13","periostin"
"RFXAP","13","regulatory"
"TPT1","13","tumor"
"GPALPP1","13","GPALPP"
"STOML3","13","stomatin"
"KL","13","klotho"
"RFC3","13","replication"
"STARD13","13","StAR"
"IRS4","X","insulin"
"MORC4","X","MORC"
"BEX2","X","brain"
"RNF128","X","ring"
"TBC1D8B","X","TBC1"
"TCEAL4","X","transcription"
"BEX1","X","brain"
"FAM104A","17","family"
"SLC39A11","17","solute"
"EPHB2","1","EPH"
"SRRM1","1","serine"
"BTBD2","19","BTB"
"PRAM1","19","PML-RARA"
"KMT5C","19","lysine"
"ZNF414","19","zinc"
"PDE6B","4","phosphodiesterase"
"HSPBP1","19","HSPA"
"CSNK1G2","19","casein"
"SLF1","5","SMC5-SMC6"
"CNDP2","18","carnosine"
"MACROD1","11","MACRO"
"WDR74","11","WD"
"LGALS12","11","galectin"
"RTN3","11","reticulon"
"RARRES3","11","retinoic"
"HRASLS2","11","HRAS"
"MYH11","16","myosin"
"FOPNL","16","FGFR1OP"
"MED10","5","mediator"
"PDZD2","5","PDZ"
"MORC2","22","MORC"
"LARGE1","22","LARGE"
"GSTT2B","22","glutathione"
"MYO18B","22","myosin"
"SLC2A11","22","solute"
"C1QTNF6","22","C1q"
"GGT2","22","gamma-glutamyltransferase"
"FAM83F","22","family"
"SEC14L4","22","SEC14"
"GIMAP6","7","GTPase,"
"GIMAP4","7","GTPase,"
"ADCK2","7","aarF"
"MKRN1","7","makorin"
"AGAP3","7","ArfGAP"
"KRBA1","7","KRAB-A"
"ACTR3B","7","ARP3"
"NTS","12","neurotensin"
"BTG1","12","BTG"
"LRRIQ1","12","leucine"
"C12orf29","12","chromosome"
"ATP13A3","3","ATPase"
"SFTPD","10","surfactant"
"DYDC2","10","DPY30"
"TMEM254","10","transmembrane"
"TMTC1","12","transmembrane"
"KRAS","12","KRAS"
"IPO8","12","importin"
"LARS","5","leucyl-tRNA"
"SPINK5","5","serine"
"IMPA1","8","inositol"
"LRRCC1","8","leucine"
"E2F5","8","E2F"
"CA1","8","carbonic"
"CCDC59","12","coiled-coil"
"SWAP70","11","switching"
"ARNTL","11","aryl"
"LYVE1","11","lymphatic"
"AMPD3","11","adenosine"
"SBF2","11","SET"
"MICAL2","11","microtubule"
"RRAS2","11","RAS"
"HSD17B4","5","hydroxysteroid"
"ZFC3H1","12","zinc"
"TEX15","8","testis"
"SARAF","8","store-operated"
"RNF122","8","ring"
"DUSP26","8","dual"
"DPF2","11","double"
"MEN1","11","menin"
"ERG28","14","ergosterol"
"GSC","14","goosecoid"
"DGLUCY","14","D-glutamate"
"UNC79","14","unc-79"
"NUMB","14","NUMB,"
"CATSPERB","14","cation"
"VRTN","14","vertebrae"
"COX16","14","COX16,"
"TTC9","14","tetratricopeptide"
"MED6","14","mediator"
"EIF2S1","14","eukaryotic"
"ADAM20","14","ADAM"
"LOXL2","8","lysyl"
"ELP3","8","elongator"
"PEBP4","8","phosphatidylethanolamine"
"ADAMDEC1","8","ADAM"
"CTIF","18","cap"
"MRO","18","maestro"
"MBD2","18","methyl-CpG"
"IER3IP1","18","immediate"
"MRPS36","5","mitochondrial"
"CCNB1","5","cyclin"
"CDK7","5","cyclin"
"CD180","5","CD180"
"IRAK2","3","interleukin"
"CAMK1","3","calcium/calmodulin"
"THUMPD3","3","THUMP"
"VHL","3","von"
"BHLHE40","3","basic"
"ARL8B","3","ADP"
"EDEM1","3","ER"
"CNTN6","3","contactin"
"CHL1","3","cell"
"MEIS2","15","Meis"
"DPH6","15","diphthamine"
"KATNBL1","15","katanin"
"EMC7","15","ER"
"TRPM1","15","transient"
"GNAT2","1","G"
"GSTM1","1","glutathione"
"PRPF38B","1","pre-mRNA"
"REG4","1","regenerating"
"TSPAN2","1","tetraspanin"
"TSHB","1","thyroid"
"GSTM5","1","glutathione"
"GSTM3","1","glutathione"
"SYT6","1","synaptotagmin"
"VAV3","1","vav"
"CHIA","1","chitinase,"
"PSRC1","1","proline"
"HMGCS2","1","3-hydroxy-3-methylglutaryl-CoA"
"PTPN22","1","protein"
"SORT1","1","sortilin"
"WNT2B","1","Wnt"
"PTGFRN","1","prostaglandin"
"LAMTOR5","1","late"
"ADAM30","1","ADAM"
"NOTCH2","1","notch"
"TRIM45","1","tripartite"
"CEPT1","1","choline/ethanolamine"
"CD101","1","CD101"
"VTCN1","1","V-set"
"NGF","1","nerve"
"AP4B1","1","adaptor"
"NAPG","18","NSF"
"SPIRE1","18","spire"
"PPHLN1","12","periphilin"
"FKBP11","12","FK506"
"ARF3","12","ADP"
"TMEM106C","12","transmembrane"
"SLC38A2","12","solute"
"YWHAQ","2","tyrosine"
"KIDINS220","2","kinase"
"GRHL1","2","grainyhead"
"ROCK2","2","Rho"
"RSAD2","2","radical"
"MYCN","2","MYCN"
"LPIN1","2","lipin"
"CMPK2","2","cytidine/uridine"
"IAH1","2","isoamyl"
"LDHA","11","lactate"
"SAA2","11","serum"
"ANO3","11","anoctamin"
"IL6ST","5","interleukin"
"FST","5","follistatin"
"CFHR4","1","complement"
"NAV1","1","neuron"
"CDC73","1","cell"
"TIMM17A","1","translocase"
"CRB1","1","crumbs"
"CFHR5","1","complement"
"ERN2","16","endoplasmic"
"RPS15A","16","ribosomal"
"RAX","18","retina"
"NARS","18","asparaginyl-tRNA"
"GRP","18","gastrin"
"KIAA1468","18","KIAA1468"
"FBH1","10","F-box"
"RBM17","10","RNA"
"IL2RA","10","interleukin"
"ANKRD16","10","ankyrin"
"ECHDC3","10","enoyl-CoA"
"IL15RA","10","interleukin"
"CCNH","5","cyclin"
"HRH4","18","histamine"
"TMEM241","18","transmembrane"
"KCTD1","18","potassium"
"CABLES1","18","Cdk5"
"DOCK2","5","dedicator"
"EMP1","12","epithelial"
"SOX5","12","SRY-box"
"RERG","12","RAS"
"SLCO1B1","12","solute"
"KLRD1","12","killer"
"KLRC1","12","killer"
"SPX","12","spexin"
"PRH2","12","proline"
"LRP4","11","LDL"
"MYBPC3","11","myosin"
"DDB2","11","damage"
"ACP2","11","acid"
"USP26","X","ubiquitin"
"RTL8C","X","retrotransposon"
"RAB33A","X","RAB33A,"
"SOX3","X","SRY-box"
"RBMX2","X","RNA"
"STK26","X","serine/threonine"
"PIWIL4","11","piwi"
"MTNR1B","11","melatonin"
"PUM1","1","pumilio"
"SPOCD1","1","SPOC"
"YARS","1","tyrosyl-tRNA"
"PHC2","1","polyhomeotic"
"CDCA8","1","cell"
"GNL2","1","G"
"AGO4","1","argonaute"
"HOOK1","1","hook"
"CYP2J2","1","cytochrome"
"BTF3L4","1","basic"
"TUT4","1","terminal"
"PRPF38A","1","pre-mRNA"
"DSC2","18","desmocollin"
"DSG3","18","desmoglein"
"RNF138","18","ring"
"ELP2","18","elongator"
"DSG1","18","desmoglein"
"DSC3","18","desmocollin"
"DSC1","18","desmocollin"
"DTNA","18","dystrobrevin"
"FHOD3","18","formin"
"TPGS2","18","tubulin"
"DAGLA","11","diacylglycerol"
"SLC43A3","11","solute"
"TIMM10","11","translocase"
"GIF","11","gastric"
"DHX34","19","DExH-box"
"APLNR","11","apelin"
"FADS2","11","fatty"
"TMEM258","11","transmembrane"
"TCN1","11","transcobalamin"
"C5AR2","19","complement"
"TMEM165","4","transmembrane"
"CLOCK","4","clock"
"PDGFRA","4","platelet"
"GGACT","13","gamma-glutamylamine"
"COL4A2","13","collagen"
"CLDN10","13","claudin"
"DZIP1","13","DAZ"
"UBAC2","13","UBA"
"ARGLU1","13","arginine"
"BIVM","13","basic,"
"ERCC5","13","ERCC"
"TPP2","13","tripeptidyl"
"KDELC1","13","KDEL"
"CARS2","13","cysteinyl-tRNA"
"ARHGAP32","11","Rho"
"STT3A","11","STT3A,"
"ADAMTS8","11","ADAM"
"ACRV1","11","acrosomal"
"ETS1","11","ETS"
"SLC37A2","11","solute"
"KLB","4","klotho"
"TMED7","5","transmembrane"
"APC","5","APC,"
"NREP","5","neuronal"
"WDR36","5","WD"
"OSTF1","9","osteoclast"
"RFK","9","riboflavin"
"UBQLN1","9","ubiquilin"
"NAA35","9","N(alpha)-acetyltransferase"
"C9orf40","9","chromosome"
"ANXA1","9","annexin"
"CTSL","9","cathepsin"
"CEMIP2","9","cell"
"AGTPBP1","9","ATP/GTP"
"GOLM1","9","golgi"
"FAM189A2","9","family"
"PSAT1","9","phosphoserine"
"ISCA1","9","iron-sulfur"
"ADAM19","5","ADAM"
"HAVCR2","5","hepatitis"
"CCNJL","5","cyclin"
"TAOK3","12","TAO"
"USP30","12","ubiquitin"
"SDS","12","serine"
"MSI1","12","musashi"
"HNF1A","12","HNF1"
"FBXO21","12","F-box"
"TBX3","12","T-box"
"OASL","12","2'-5'-oligoadenylate"
"HRK","12","harakiri,"
"RNFT2","12","ring"
"P2RX4","12","purinergic"
"BICDL1","12","BICD"
"DTX1","12","deltex"
"TRAFD1","12","TRAF-type"
"DMTF1","7","cyclin"
"OCM2","7","oncomodulin"
"TMEM243","7","transmembrane"
"CCDC146","7","coiled-coil"
"TMEM60","7","transmembrane"
"CD36","7","CD36"
"UGT2A3","4","UDP"
"CSN2","4","casein"
"UGT2B28","4","UDP"
"PNPLA8","7","patatin"
"HILPDA","7","hypoxia"
"FAM71F1","7","family"
"RINT1","7","RAD50"
"SRPK2","7","SRSF"
"KCP","7","kielin/chordin-like"
"TES","7","testin"
"MDFIC","7","MyoD"
"MTO1","6","mitochondrial"
"ADGRB3","6","adhesion"
"ANKRD6","6","ankyrin"
"HTR1B","6","5-hydroxytryptamine"
"KHDC1","6","KH"
"CEP162","6","centrosomal"
"SYNCRIP","6","synaptotagmin"
"SNX14","6","sorting"
"NT5E","6","5'-nucleotidase"
"MRAP2","6","melanocortin"
"EPHA7","6","EPH"
"AKIRIN2","6","akirin"
"ORC3","6","origin"
"LCA5","6","LCA5,"
"MAP3K7","6","mitogen-activated"
"CGA","6","glycoprotein"
"GJA10","6","gap"
"PRR5L","11","proline"
"LMO2","11","LIM"
"PHF21A","11","PHD"
"NAT10","11","N-acetyltransferase"
"EHF","11","ETS"
"ELF5","11","E74"
"PRRG4","11","proline"
"CAPRIN1","11","cell"
"ATP5MC2","12","ATP"
"DNAJC14","12","DnaJ"
"CD63","12","CD63"
"PRPH","12","peripherin"
"AVIL","12","advillin"
"AMHR2","12","anti-Mullerian"
"LACRT","12","lacritin"
"GDF11","12","growth"
"GLS2","12","glutaminase"
"ITGA7","12","integrin"
"TESPA1","12","thymocyte"
"FAM186B","12","family"
"RDH5","12","retinol"
"AGAP2","12","ArfGAP"
"BLOC1S1","12","biogenesis"
"KRT85","12","keratin"
"CDK4","12","cyclin"
"PPP1R1A","12","protein"
"TROAP","12","trophinin"
"TSPAN31","12","tetraspanin"
"B4GALNT1","12","beta-1,4-N-acetyl-galactosaminyltransferase"
"TFCP2","12","transcription"
"COQ10A","12","coenzyme"
"FAIM2","12","Fas"
"PAN2","12","poly(A)"
"ESPL1","12","extra"
"KRT7","12","keratin"
"ZC3H10","12","zinc"
"HNRNPA1","12","heterogeneous"
"SLC26A10","12","solute"
"ACVR1B","12","activin"
"OS9","12","OS9,"
"MIP","12","major"
"KCNH3","12","potassium"
"LTV1","6","LTV1"
"MAP7","6","microtubule"
"CD164","6","CD164"
"AFG1L","6","AFG1"
"NHSL1","6","NHS"
"AHI1","6","Abelson"
"HEY2","6","hes"
"PKIB","6","cAMP-dependent"
"TAAR5","6","trace"
"NMBR","6","neuromedin"
"SMPD2","6","sphingomyelin"
"MICAL1","6","microtubule"
"REPS1","6","RALBP1"
"STX11","6","syntaxin"
"TEC","4","tec"
"PRADC1","2","protease"
"SEMA4F","2","ssemaphorin"
"CCT7","2","chaperonin"
"EGR4","2","early"
"RAB11FIP5","2","RAB11"
"SMYD5","2","SMYD"
"DYSF","2","dysferlin"
"CCDC142","2","coiled-coil"
"EMX1","2","empty"
"KCNMB4","12","potassium"
"USP15","12","ubiquitin"
"GNS","12","glucosamine"
"CPM","12","carboxypeptidase"
"MDM2","12","MDM2"
"KLHL36","16","kelch"
"BCO1","16","beta-carotene"
"MPHOSPH6","16","M-phase"
"CHST5","16","carbohydrate"
"KIAA0513","16","KIAA0513"
"DYNC1LI2","16","dynein"
"FBXL8","16","F-box"
"FHOD1","16","formin"
"CCDC102A","16","coiled-coil"
"SLC9A5","16","solute"
"AGT","1","angiotensinogen"
"PCNX2","1","pecanex"
"KCNK1","1","potassium"
"URB2","1","URB2"
"EGLN1","1","egl-9"
"CAPN9","1","calpain"
"COG2","1","component"
"ABCB10","1","ATP"
"NTPCR","1","nucleoside-triphosphatase,"
"TAF5L","1","TATA-box"
"GLUL","1","glutamate-ammonia"
"STX6","1","syntaxin"
"RGS8","1","regulator"
"RNASEL","1","ribonuclease"
"DHX9","1","DExH-box"
"KIAA1614","1","KIAA1614"
"CEP350","1","centrosomal"
"NPL","1","N-acetylneuraminate"
"FAM129A","1","family"
"PIGC","1","phosphatidylinositol"
"LAMC1","1","laminin"
"RC3H1","1","ring"
"GPR55","2","G"
"SP110","2","SP110"
"MRPL44","2","mitochondrial"
"CHRND","2","cholinergic"
"PAX3","2","paired"
"DOCK10","2","dedicator"
"TTLL4","2","tubulin"
"USP37","2","ubiquitin"
"HTR2B","2","5-hydroxytryptamine"
"ITM2C","2","integral"
"SLC19A3","2","solute"
"SERPINE2","2","serpin"
"DNAJB2","2","DnaJ"
"WNT10A","2","Wnt"
"TMBIM1","2","transmembrane"
"CYP27A1","2","cytochrome"
"EIF4E2","2","eukaryotic"
"ARMC9","2","armadillo"
"CAB39","2","calcium"
"COX5B","2","cytochrome"
"REV1","2","REV1,"
"TSGA10","2","testis"
"MFSD9","2","major"
"TMEM127","2","transmembrane"
"EDAR","2","ectodysplasin"
"TGFBRAP1","2","transforming"
"GCC2","2","GRIP"
"MRPS9","2","mitochondrial"
"GPR45","2","G"
"C2orf49","2","chromosome"
"ANKRD36","2","ankyrin"
"EPC2","2","enhancer"
"ARHGEF4","2","Rho"
"ISCU","12","iron-sulfur"
"ALDH1L2","12","aldehyde"
"STAB2","12","stabilin"
"USP44","12","ubiquitin"
"SCYL2","12","SCY1"
"CKAP4","12","cytoskeleton"
"PLXNC1","12","plexin"
"APPL2","12","adaptor"
"PWP1","12","PWP1"
"DRAM1","12","DNA"
"WASHC4","12","WASH"
"SLC41A2","12","solute"
"VILL","3","villin"
"FLNB","3","filamin"
"NEK3","13","NIMA"
"PCDH8","13","protocadherin"
"VPS36","13","vacuolar"
"RNASEH2B","13","ribonuclease"
"CKAP2","13","cytoskeleton"
"CNMD","13","chondromodulin"
"TBC1D4","13","TBC1"
"THSD1","13","thrombospondin"
"BORA","13","bora,"
"LRCH1","13","leucine"
"SUCLA2","13","succinate-CoA"
"RCBTB1","13","RCC1"
"MED4","13","mediator"
"PHF11","13","PHD"
"COG3","13","component"
"LMO7","13","LIM"
"SCEL","13","sciellin"
"ITM2B","13","integral"
"SPRY2","13","sprouty"
"NUDT15","13","nudix"
"EDNRB","13","endothelin"
"RCBTB2","13","RCC1"
"LCP1","13","lymphocyte"
"SETDB2","13","SET"
"SCRN1","7","secernin"
"C7orf25","7","chromosome"
"TNS3","7","tensin"
"SPDYE1","7","speedy/RINGO"
"CHST12","7","carbohydrate"
"IGF2BP3","7","insulin"
"GPNMB","7","glycoprotein"
"RAPGEF5","7","Rap"
"RAC1","7","Rac"
"KDELR2","7","KDEL"
"NUPL2","7","nucleoporin"
"IL6","7","interleukin"
"ZDHHC4","7","zinc"
"AOAH","7","acyloxyacyl"
"BZW2","7","basic"
"DGKB","7","diacylglycerol"
"TBRG4","7","transforming"
"DDX56","7","DEAD-box"
"HUS1","7","HUS1"
"NACAD","7","NAC"
"DBNL","7","drebrin"
"CCM2","7","CCM2"
"MYO1G","7","myosin"
"TTYH3","7","tweety"
"MMD2","7","monocyte"
"CIDEB","14","cell"
"TTC5","14","tetratricopeptide"
"NKX2-8","14","NK2"
"NKX2-1","14","NK2"
"ZFHX2","14","zinc"
"MTHFS","15","methenyltetrahydrofolate"
"ADAMTS7","15","ADAM"
"ABHD17C","15","abhydrolase"
"IREB2","15","iron"
"ALPK3","15","alpha"
"TM6SF1","15","transmembrane"
"CIB2","15","calcium"
"CALCOCO2","17","calcium"
"RSAD1","17","radical"
"NMT1","17","N-myristoyltransferase"
"MYCBPAP","17","MYCBP"
"SRSF1","17","serine"
"VEZF1","17","vascular"
"CHAD","17","chondroadherin"
"TACO1","17","translational"
"TEX2","17","testis"
"DCAF7","17","DDB1"
"GH2","17","growth"
"CSH1","17","chorionic"
"LIMD2","17","LIM"
"BRIP1","17","BRCA1"
"KAT7","17","lysine"
"RTP4","3","receptor"
"ACTL6A","3","actin"
"NDUFB5","3","NADH:ubiquinone"
"MRPL47","3","mitochondrial"
"TRA2B","3","transformer"
"SCN2A","2","sodium"
"TBR1","2","T-box,"
"MARCH7","2","membrane"
"ERMN","2","ermin"
"GALNT5","2","polypeptide"
"SCN7A","2","sodium"
"TANK","2","TRAF"
"BLK","8","BLK"
"GATA4","8","GATA"
"SKIL","3","SKI"
"EPRS","1","glutamyl-prolyl-tRNA"
"HLX","1","H2.0"
"VPS45","1","vacuolar"
"IL10","1","interleukin"
"KCTD3","1","potassium"
"RPS6KC1","1","ribosomal"
"CBWD2","2","COBW"
"IL36G","2","interleukin"
"IL1RN","2","interleukin"
"IL36A","2","interleukin"
"IL36RN","2","interleukin"
"IL36B","2","interleukin"
"IL1F10","2","interleukin"
"CFC1","2","cripto,"
"SMPD4","2","sphingomyelin"
"WDR33","2","WD"
"CCDC115","2","coiled-coil"
"SAP130","2","Sin3A"
"BIN1","2","bridging"
"IMP4","2","IMP4,"
"HS6ST1","2","heparan"
"UGGT1","2","UDP-glucose"
"GYPC","2","glycophorin"
"STAM","10","signal"
"GAD2","10","glutamate"
"ABI1","10","abl"
"YME1L1","10","YME1"
"DNAJC1","10","DnaJ"
"NIPSNAP3A","9","nipsnap"
"LRRC8A","9","leucine"
"CDK9","9","cyclin"
"TXN","9","thioredoxin"
"ODF2","9","outer"
"ECPAS","9","Ecm29"
"TOR1B","9","torsin"
"C9orf78","9","chromosome"
"SMC2","9","structural"
"KLF4","9","Kruppel"
"TOR1A","9","torsin"
"RALGPS1","9","Ral"
"FAM129B","9","family"
"OR1J1","9","olfactory"
"OR13C9","9","olfactory"
"ST6GALNAC4","9","ST6"
"TMOD1","9","tropomodulin"
"DAB2IP","9","DAB2"
"STXBP1","9","syntaxin"
"SLC2A8","9","solute"
"ANGPTL2","9","angiopoietin"
"CDK5RAP2","9","CDK5"
"ZFP37","9","ZFP37"
"SLC31A2","9","solute"
"SLC31A1","9","solute"
"TLR4","9","toll"
"ZNF189","9","zinc"
"ALDOB","9","aldolase,"
"STX17","9","syntaxin"
"PRPF4","9","pre-mRNA"
"FPGS","9","folylpolyglutamate"
"USP20","9","ubiquitin"
"BAAT","9","bile"
"KIF12","9","kinesin"
"ATP6V1G1","9","ATPase"
"TEX10","9","testis"
"GARNL3","9","GTPase"
"MRPL50","9","mitochondrial"
"DPM2","9","dolichyl-phosphate"
"WDR38","9","WD"
"TSTD2","9","thiosulfate"
"GABBR2","9","gamma-aminobutyric"
"HEMGN","9","hemogen"
"PSMB7","9","proteasome"
"NR5A1","9","nuclear"
"TRMO","9","tRNA"
"RABEPK","9","Rab9"
"GOLGA1","9","golgin"
"XPA","9","XPA,"
"NCBP1","9","nuclear"
"ANP32B","9","acidic"
"OR1L4","9","olfactory"
"PDCL","9","phosducin"
"RPL35","9","ribosomal"
"CTSV","9","cathepsin"
"LMX1B","9","LIM"
"ARPC5L","9","actin"
