"scientificName","commonName","criticalHabitat","speciesGroup","Status","specialRules","whereListed"
"Rangifer tarandus caribou","Woodland Caribou","17.95(a)","Mammals","Endangered","N/A","U.S.A. (ID WA) Canada (that part of S.E. British Columbia bounded by the U.S.-Can. border Columbia R. Kootenay R. Kootenay L. and Kootenai R.)"
"Reithrodontomys raviventris","Salt marsh harvest mouse","N/A","Mammals","Endangered","N/A","wherever found"
"Rhadine exilis","[no common name] Beetle","17.95(i)","Insects","Endangered","N/A","Wherever found"
"Rhadine infernalis","[no common name] Beetle","17.95(i)","Insects","Endangered","N/A","Wherever found"
"Rhadine persephone","Tooth Cave ground beetle","N/A","Insects","Endangered","N/A","Wherever found"
"Rhaphiomidas terminatus abdominalis","Delhi Sands flower-loving fly","N/A","Insects","Endangered","N/A","Wherever found"
"Rhea (=Pterocnemia) pennata","Lesser rhea (incl. Darwin's)","N/A","Birds","Endangered","N/A","Wherever found"
"Rhinichthys osculus lethoporus","Independence Valley speckled dace","N/A","Fishes","Endangered","N/A","Wherever found"
"Rhinichthys osculus nevadensis","Ash Meadows speckled dace","17.95(e)","Fishes","Endangered","N/A","Wherever found"
"Rhinichthys osculus oligoporus","Clover Valley speckled dace","N/A","Fishes","Endangered","N/A","Wherever found"
"Rhinichthys osculus ssp.","Foskett speckled dace","N/A","Fishes","Threatened","17.44(j)","Wherever found"
"Rhinichthys osculus thermalis","Kendall Warm Springs dace","N/A","Fishes","Endangered","N/A","Wherever found"
"Rhinoceros sondaicus","Javan rhinoceros","N/A","Mammals","Endangered","N/A","Sikkim Thailand Malaysia Indonesia Indochina Burma Bangladesh"
"Rhinoceros unicornis","Great Indian rhinoceros","N/A","Mammals","Endangered","N/A","Nepal India"
"Rhinopithecus avunculus","Tonkin snub-nosed monkey","N/A","Mammals","Endangered","N/A","Wherever found"
"Rhinopithecus bieti","Yunnan snub-nosed monkey","N/A","Mammals","Endangered","N/A","Wherever found"
"Rhinopithecus brelichi","Guizhou snub-nosed monkey","N/A","Mammals","Endangered","N/A","Wherever found"
"Rhinopithecus roxellana","Sichuan snub-nosed monkey","N/A","Mammals","Endangered","N/A","Wherever found"
"Rhinoptilus bitorquatus","Jerdon's courser","N/A","Birds","Endangered","N/A","Wherever found"
"Rhodonessa caryophyllacea","Pink-headed duck","N/A","Birds","Endangered","N/A","Wherever found"
"Rhynchopsitta pachyrhyncha","Thick-billed parrot","N/A","Birds","Endangered","N/A","Wherever found"
"Rhynochetos jubatus","Kagu","N/A","Birds","Endangered","N/A","Wherever found"
"Romerolagus diazi","Volcano rabbit","N/A","Mammals","Endangered","N/A","Mexico"
"Rostrhamus sociabilis plumbeus","Everglade snail kite","17.95(b)","Birds","Endangered","N/A","Wherever found"
"Rukia longirostra","Ponape greater white-eye","N/A","Birds","Endangered","N/A","Wherever found"
"Rupicapra rupicapra ornata","Apennine chamois","N/A","Mammals","Endangered","N/A","Wherever found"
"Saguinus bicolor","Pied tamarin","N/A","Mammals","Endangered","N/A","Wherever found"
"Saguinus leucopus","White-footed tamarin","N/A","Mammals","Threatened","17.40(c)","Wherever found"
"Saguinus oedipus","Cotton-top tamarin","N/A","Mammals","Endangered","N/A","Wherever found"
"Saiga tatarica mongolica","Mongolian saiga (antelope)","N/A","Mammals","Endangered","N/A","Mongolia"
"Saimiri oerstedii","Red-backed squirrel monkey","N/A","Mammals","Endangered","N/A","Wherever found"
"Salmo platycephalus","Ala balik (trout)","N/A","Fishes","Endangered","N/A","Wherever found"
"Salmo salar","Atlantic salmon","17.95(e)","Fishes","Endangered","N/A","Gulf of Maine DPS - See 50 CFR 224.101"
"Salvelinus confluentus","Bull Trout","17.95(e)","Fishes","Threatened","17.44(w) 17.44(x)","U.S.A. conterminous (lower 48 states)"
"Salvelinus confluentus","Bull Trout","N/A","Fishes","Experimental Population Non-Essential","N/A","Clackamas River subbasin and the mainstem Willamette River from Willamette Falls to its points of confluence with the Columbia River including Multnomah Channel"
"Samoana fragilis","Fragile tree snail","N/A","Snails","Endangered","N/A","Wherever found"
"Sauromalus varius","San Esteban Island chuckwalla","N/A","Reptiles","Endangered","N/A","Wherever found"
"Scaphirhynchus albus","Pallid sturgeon","N/A","Fishes","Endangered","N/A","Wherever found"
"Scaphirhynchus platorynchus","Shovelnose Sturgeon","N/A","Fishes","Similarity of Appearance to a Threatened Taxon","17.44(aa)","Wherever found"
"Scaphirhynchus suttkusi","Alabama sturgeon","17.95(e)","Fishes","Endangered","N/A","Wherever found"
"Scleropages formosus","Asian bonytongue","N/A","Fishes","Endangered","N/A","Wherever found"
"Sebastes paucispinis","Bocaccio","N/A","Fishes","Endangered","N/A","Puget Sound-Georgia Basin DPS See 50 CFR 224.101"
"Sebastes pinniger","canary rockfish","17.95(e)","Fishes","Threatened","N/A","Puget Sound - Georgia Basin DPS See 50 CFR 223.102"
"Sebastes ruberrimus","yelloweye rockfish","17.95(e)","Fishes","Threatened","N/A","Puget Sound - Georgia Basin DPS See 50 CFR 223.102"
"Semnopithecus (=Presbytis) entellus","Gray (=entellus) langur","N/A","Mammals","Endangered","N/A","Wherever found"
"Seriatopora aculeata","No common name","N/A","Corals","Threatened","N/A","Wherever found"
"Setonix brachyurus","Quokka","N/A","Mammals","Endangered","N/A","Wherever found"
"Setophaga angelae","Elfin-woods warbler","N/A","Birds","Threatened","17.11(h)","Wherever found"
"Setophaga kirtlandii (= Dendroica kirtlandii)","Kirtland's Warbler","N/A","Birds","Endangered","N/A","Wherever found"
"Sistrurus catenatus","Eastern Massasauga (=rattlesnake)","N/A","Reptiles","Threatened","N/A","Wherever found"
"Sitta ledanti","Algerian nuthatch","N/A","Birds","Endangered","N/A","Wherever found"
"Sminthopsis longicaudata","Long-tailed marsupial-mouse","N/A","Mammals","Endangered","N/A","Wherever found"
"Sminthopsis psammophila","Large desert marsupial-mouse","N/A","Mammals","Endangered","N/A","Wherever found"
"Solenodon cubanus","Cuban solenodon","N/A","Mammals","Endangered","N/A","Wherever found"
"Solenodon paradoxus","Haitian solenodon","N/A","Mammals","Endangered","N/A","Wherever found"
"Somateria fischeri","Spectacled eider","17.95(b)","Birds","Threatened","N/A","Wherever found"
"Somatochlora hineana","Hine's emerald dragonfly","17.95(i)","Insects","Endangered","N/A","Wherever found"
"Sorex ornatus relictus","Buena Vista Lake ornate Shrew","17.95(a)","Mammals","Endangered","N/A","Wherever found"
"Spelaeorchestia koloana","Kauai cave amphipod","17.95(h)","Crustaceans","Endangered","N/A","Wherever found"
"Speoplatyrhinus poulsoni","Alabama cavefish","17.95(e)","Fishes","Endangered","N/A","Wherever found"
"Speyeria callippe callippe","Callippe silverspot butterfly","N/A","Insects","Endangered","N/A","Wherever found"
"Speyeria zerene behrensii","Behren's silverspot butterfly","N/A","Insects","Endangered","N/A","Wherever found"
"Speyeria zerene hippolyta","Oregon silverspot butterfly","17.95(i)","Insects","Threatened","N/A","Wherever found"
"Speyeria zerene hippolyta","Oregon silverspot butterfly","N/A","Insects","Experimental Population Non-Essential","N/A","Entire"
"Speyeria zerene myrtleae","Myrtle's silverspot butterfly","N/A","Insects","Endangered","N/A","Wherever found"
"Sphaerodactylus micropithecus","Monito gecko","17.95(c)","Reptiles","Endangered","N/A","Wherever found"
"Spheniscus demersus","African penguin","N/A","Birds","Endangered","N/A","Wherever found"
"Spheniscus humboldti","Humboldt penguin","N/A","Birds","Threatened","N/A","Wherever found"
"Spheniscus mendiculus","Galapagos penguin","N/A","Birds","Endangered","N/A","Wherever found"
"Sphenodon guntheri","Brother's Island tuatara","N/A","Reptiles","Endangered","N/A","Wherever found"
"Sphenodon punctatus","Tuatara","N/A","Reptiles","Endangered","N/A","Wherever found"
"Sphyrna lewini","Scalloped Hammerhead Shark","N/A","Fishes","Endangered","N/A","Eastern Atlantic DPS"
"Sphyrna lewini","Scalloped Hammerhead Shark","N/A","Fishes","Endangered","N/A","Eastern Pacific DPS"
"Sphyrna lewini","Scalloped Hammerhead Shark","N/A","Fishes","Threatened","N/A","Central and Southwest Atlantic DPS"
"Sphyrna lewini","Scalloped Hammerhead Shark","N/A","Fishes","Threatened","N/A","Indo-West Pacific DPS"
"Squatina squatina","Angel shark","N/A","Fishes","Endangered","N/A","Entire"
"Sterna antillarum","Least tern","N/A","Birds","Endangered","N/A","U.S.A. (AR CO IA IL IN KS KY LA_Miss. R. and tribs. N of Baton Rouge MS_Miss. R. MO MT ND NE NM OK SD TN TX_except within 50 miles of coast)"
"Sterna antillarum browni","California least tern","N/A","Birds","Endangered","N/A","Wherever found"
"Sterna dougallii dougallii","Roseate tern","N/A","Birds","Endangered","N/A","U.S.A. (Atlantic Coast south to NC) Canada (Newf. N.S Que.) Bermuda"
"Sterna dougallii dougallii","Roseate tern","N/A","Birds","Threatened","N/A","Western Hemisphere and adjacent oceans incl. U.S.A. (FL PR VI) where not listed as endangered"
"Sternotherus depressus","Flattened musk turtle","N/A","Reptiles","Threatened","N/A","Black Warrior R. system upstream from Bankhead Dam"
"Streptocephalus woottoni","Riverside fairy shrimp","17.95(h)","Crustaceans","Endangered","N/A","Wherever found"
"Streptopelia picturata rostrata","Seychelles turtle dove","N/A","Birds","Endangered","N/A","Wherever found"
"Strigops habroptilus","Kakapo","N/A","Birds","Endangered","N/A","Wherever found"
"Strix occidentalis caurina","Northern spotted owl","17.95(a) 17.95(b)","Birds","Threatened","N/A","Wherever found"
"Strix occidentalis lucida","Mexican spotted owl","17.95(b)","Birds","Threatened","N/A","Wherever found"
"Struthio camelus spatzi","West African ostrich","N/A","Birds","Endangered","N/A","Wherever found"
"Struthio camelus syriacus","Arabian ostrich","N/A","Birds","Endangered","N/A","Wherever found"
"Strymon acis bartrami","Bartram's hairstreak Butterfly","17.95(i)","Insects","Endangered","N/A","Wherever found"
"Stygobromus (=Stygonectes) pecki","Peck's cave amphipod","17.95(h)","Crustaceans","Endangered","N/A","Wherever found"
"Stygobromus hayi","Hay's Spring amphipod","N/A","Crustaceans","Endangered","N/A","Wherever found"
"Stygoparnus comalensis","Comal Springs dryopid beetle","17.95(i)","Insects","Endangered","N/A","Wherever found"
"Succinea chittenangoensis","Chittenango ovate amber snail","N/A","Snails","Threatened","N/A","Wherever found"
"Sus salvanius","Pygmy hog","N/A","Mammals","Endangered","N/A","Wherever found"
"Sylvilagus bachmani riparius","Riparian brush rabbit","N/A","Mammals","Endangered","N/A","Wherever found"
"Sylvilagus palustris hefneri","Lower Keys marsh rabbit","N/A","Mammals","Endangered","N/A","Wherever found"
"Symphalangus syndactylus","Siamang","N/A","Mammals","Endangered","N/A","Wherever found"
"Syncaris pacifica","California freshwater shrimp","N/A","Crustaceans","Endangered","N/A","Wherever found"
"Syrmaticus ellioti","Elliot's pheasant","N/A","Birds","Endangered","N/A","Wherever found"
"Syrmaticus humaie","Bar-tailed pheasant","N/A","Birds","Endangered","N/A","Wherever found"
"Syrmaticus mikado","Mikado pheasant","N/A","Birds","Endangered","N/A","Wherever found"
"Tachybaptus rufolavatus","Alaotra Grebe","N/A","Birds","Endangered","N/A","Wherever found"
"Tamiasciurus hudsonicus grahamensis","Mount Graham red squirrel","17.95(a)","Mammals","Endangered","N/A","Wherever found"
"Tanakia tanago","Miyako tango (=Toyko bitterling)","N/A","Fishes","Endangered","N/A","Wherever found"
"Tapirus bairdii","Central American tapir","N/A","Mammals","Endangered","N/A","Wherever found"
"Tapirus indicus","Asian tapir","N/A","Mammals","Endangered","N/A","Wherever found"
"Tapirus pinchaque","Mountain tapir","N/A","Mammals","Endangered","N/A","Wherever found"
"Tapirus terrestris","South American (=Brazilian) tapir","N/A","Mammals","Endangered","N/A","Wherever found"
"Tarsius syrichta","Philippine tarsier","N/A","Mammals","Threatened","17.40(c)","Wherever found"
"Tartarocreagris texana","Tooth Cave pseudoscorpion","N/A","Arachnids","Endangered","N/A","Wherever found"
"Tauraco bannermani","Bannerman's turaco","N/A","Birds","Endangered","N/A","Wherever found"
"Taurotragus derbianus derbianus","Western giant eland","N/A","Mammals","Endangered","N/A","Wherever found"
"Taylorconcha serpenticola","Bliss Rapids snail","N/A","Snails","Threatened","N/A","Wherever found"
"Telespyza cantans","Laysan finch (honeycreeper)","N/A","Birds","Endangered","N/A","Wherever found"
"Telespyza ultima","Nihoa finch (honeycreeper)","N/A","Birds","Endangered","N/A","Wherever found"
"Terpsiphone corvina","Seychelles paradise flycatcher","N/A","Birds","Endangered","N/A","Wherever found"
"Terrapene coahuila","Aquatic box turtle","N/A","Reptiles","Endangered","N/A","Wherever found"
"Tetrao urogallus cantabricus","Cantabrian capercaillie","N/A","Birds","Endangered","N/A","Wherever found"
"Texamaurops reddelli","Kretschmarr Cave mold beetle","N/A","Insects","Endangered","N/A","Wherever found"
"Texella cokendolpheri","Cokendolpher Cave Harvestman","17.95(g)","Arachnids","Endangered","N/A","Wherever found"
"Texella reddelli","Bee Creek Cave harvestman","N/A","Arachnids","Endangered","N/A","Wherever found"
"Texella reyesi","Bone Cave harvestman","N/A","Arachnids","Endangered","N/A","Wherever found"
"Thaleichthys pacificus","Eulachon","N/A","Fishes","Threatened","N/A","Southern DPS - See 50 CFR 223.102"
"Thamnophis eques megalops","Northern Mexican gartersnake","N/A","Reptiles","Threatened","17.42(g)","Wherever found"
"Thamnophis gigas","Giant garter snake","N/A","Reptiles","Threatened","N/A","Wherever found"
"Thamnophis rufipunctatus","Narrow-headed gartersnake","N/A","Reptiles","Threatened","N/A","Wherever found"
"Thamnophis sirtalis tetrataenia","San Francisco garter snake","N/A","Reptiles","Endangered","N/A","Wherever found"
"Thermosphaeroma thermophilus","Socorro isopod","N/A","Crustaceans","Endangered","N/A","Wherever found"
"Theropithecus gelada","Gelada baboon","N/A","Mammals","Threatened","17.40(c)","Wherever found"
"Thinornis novaeseelandiae","New Zealand shore plover","N/A","Birds","Endangered","N/A","Wherever found"
"Thomomys mazama glacialis","Roy Prairie pocket gopher","17.95(a)","Mammals","Threatened","17.40(a)","Wherever found"
"Thomomys mazama pugetensis","Olympia pocket gopher","17.95(a)","Mammals","Threatened","17.40(a)","Wherever found"
"Thomomys mazama tumuli","Tenino pocket gopher","17.95(a)","Mammals","Threatened","17.40(a)","Wherever found"
"Thomomys mazama yelmensis","Yelm pocket gopher","17.95(a)","Mammals","Threatened","17.40(a)","Wherever found"
"Thylacinus cynocephalus","Tasmanian tiger","N/A","Mammals","Endangered","N/A","Wherever found"
"Tiaroga cobitis","Loach minnow","17.95(e)","Fishes","Endangered","17.44(q)","Wherever found"
"Tinamus solitarius","Solitary tinamou","N/A","Birds","Endangered","N/A","Wherever found"
"Tomistoma schlegelii","Tomistoma","N/A","Reptiles","Endangered","N/A","Wherever found"
"Toxolasma cylindrellus","Pale lilliput (pearlymussel)","N/A","Clams","Endangered","N/A","Wherever found"
"Trachemys scripta callirostris","South American red-lined turtle","N/A","Reptiles","Endangered","N/A","Wherever found"
"Trachemys stejnegeri malonei","Inagua Island turtle","N/A","Reptiles","Endangered","N/A","Wherever found"
"Trachemys terrapen","Cat Island turtle","N/A","Reptiles","Endangered","N/A","Cat Island in the Bahamas"
"Trachypithecus (=Presbytis) francoisi","Francois' langur","N/A","Mammals","Endangered","N/A","Wherever found"
"Trachypithecus (=Presbytis) geei","Golden langur","N/A","Mammals","Endangered","N/A","Wherever found"
"Trachypithecus (=Presbytis) pileatus","Capped Langur","N/A","Mammals","Endangered","N/A","Wherever found"
"Tragopan blythii","Blyth's tragopan pheasant","N/A","Birds","Endangered","N/A","Wherever found"
"Tragopan caboti","Cabot's tragopan pheasant","N/A","Birds","Endangered","N/A","Wherever found"
"Tragopan melanocephalus","Western tragopan pheasant","N/A","Birds","Endangered","N/A","Wherever found"
"Trichechus inunguis","Amazonian manatee","N/A","Mammals","Endangered","N/A","Wherever found"
"Trichechus manatus","West Indian Manatee","17.95(a)","Mammals","Threatened","17.103 17.108 17.108(a) 17.108(c)","Wherever found"
"Trichechus senegalensis","West African manatee","N/A","Mammals","Threatened","N/A","Wherever found"
"Trichocichla rufa","Long-legged warbler","N/A","Birds","Endangered","N/A","Wherever found"
"Trimerotropis infantilis","Zayante band-winged grasshopper","17.95(i)","Insects","Endangered","N/A","Wherever found"
"Tringa guttifer","Nordmann's greenshank","N/A","Birds","Endangered","N/A","Wherever found"
"Triodopsis platysayoides","Flat-spired three-toothed Snail","N/A","Snails","Threatened","N/A","Wherever found"
"Trionyx ater","Cuatro Cienegas softshell turtle","N/A","Reptiles","Endangered","N/A","Wherever found"
"Trionyx gangeticus","Indian softshell turtle","N/A","Reptiles","Endangered","N/A","Wherever found"
"Trionyx hurum","Peacock softshell turtle","N/A","Reptiles","Endangered","N/A","Wherever found"
"Trionyx nigricans","Black softshell turtle","N/A","Reptiles","Endangered","N/A","Wherever found"
"Troglodytes aedon guadeloupensis","Guadeloupe house wren","N/A","Birds","Endangered","N/A","Wherever found"
"Troglodytes aedon mesoleucus","St. Lucia house wren","N/A","Birds","Endangered","N/A","Wherever found"
"Troides alexandrae","Queen Alexandra's birdwing butterfly","N/A","Insects","Endangered","N/A","Wherever found"
"Tryonia alamosae","Alamosa springsnail","N/A","Snails","Endangered","N/A","Wherever found"
"Tryonia cheatumi","Phantom Tryonia","17.95(f)","Snails","Endangered","N/A","Wherever found"
"Tryonia circumstriata (=stocktonensis)","Gonzales tryonia","17.95(f)","Snails","Endangered","N/A","Wherever found"
"Tubastraea floreana","No common name","N/A","Corals","Endangered","N/A","Entire"
"Tulotoma magnifica","Tulotoma snail","N/A","Snails","Threatened","N/A","Wherever found"
"Turdus olivaceus helleri","Taita thrush","N/A","Birds","Endangered","N/A","Wherever found"
"Turnagra capensis","New Zealand thrush (wattlebird)","N/A","Birds","Endangered","N/A","Wherever found"
"Tympanuchus cupido attwateri","Attwater's greater prairie-chicken","N/A","Birds","Endangered","N/A","Wherever found"
"Typhlomolge rathbuni","Texas blind salamander","N/A","Amphibians","Endangered","N/A","Wherever found"
"Tyto soumagnei","Madagascar red owl","N/A","Birds","Endangered","N/A","Wherever found"
"Uma inornata","Coachella Valley fringe-toed lizard","17.95(c)","Reptiles","Threatened","N/A","Wherever found"
"Uncia (=Panthera) uncia","Snow leopard","N/A","Mammals","Endangered","N/A","Wherever found"
"Uratelornis chimaera","Long-tailed ground roller","N/A","Birds","Endangered","N/A","Wherever found"
"Urocitellus brunneus","Northern Idaho Ground Squirrel","N/A","Mammals","Threatened","N/A","Wherever found"
"Urocyon littoralis catalinae","Santa Catalina Island Fox","17.95(a)","Mammals","Threatened","N/A","Wherever found"
"Ursus arctos","Mexican grizzly bear","N/A","Mammals","Endangered","N/A","Mexico"
"Ursus arctos arctos","Brown bear","N/A","Mammals","Endangered","N/A","Italy"
"Ursus arctos horribilis","Grizzly bear","N/A","Mammals","Experimental Population Non-Essential","17.84(l)","Bitterroot Ecosystem Recovery Zone Population"
"Ursus arctos horribilis","Grizzly bear","N/A","Mammals","Threatened","17.40(b)","U.S.A. conterminous (lower 48) States except where listed as an experimental population or delisted"
"Ursus arctos pruinosus","Brown bear","N/A","Mammals","Endangered","N/A","Wherever found"
"Ursus maritimus","Polar bear","17.95(a)","Mammals","Threatened","17.40(q)","Wherever found"
"Ursus thibetanus gedrosianus","Baluchistan bear","N/A","Mammals","Endangered","N/A","Wherever found"
"Vagrans egistina","Mariana wandering butterfly","N/A","Insects","Endangered","N/A","Wherever found"
"Varanus bengalensis","Indian (=Bengal) monitor","N/A","Reptiles","Endangered","N/A","Wherever found"
"Varanus flavescens","Yellow monitor","N/A","Reptiles","Endangered","N/A","Wherever found"
"Varanus griseus","Desert monitor","N/A","Reptiles","Endangered","N/A","Wherever found"
"Varanus komodoensis","Komodo Island monitor","N/A","Reptiles","Endangered","N/A","Wherever found"
"Vermivora bachmanii","Bachman's warbler (=wood)","N/A","Birds","Endangered","N/A","Wherever found"
"Vetericaris chaceorum","Anchialine pool shrimp","N/A","Crustaceans","Endangered","N/A","Wherever found"
"Vicugna vicugna","Vicuna","N/A","Mammals","Endangered","N/A","Ecuador (DPS)"
"Vicugna vicugna","Vicuna","N/A","Mammals","Threatened","17.40(m)","Entire except Ecuador"
"Villosa choctawensis","Choctaw bean","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Villosa fabalis","Rayed Bean","N/A","Clams","Endangered","N/A","Wherever found"
"Villosa perpurpurea","Purple bean","17.95(f)","Clams","Endangered","N/A","Wherever found"
"Villosa trabalis","Cumberland bean (pearlymussel)","N/A","Clams","Endangered","N/A","Wherever found; Except where listed as Experimental Populations"
"Villosa trabalis","Cumberland bean (pearlymussel)","N/A","Clams","Experimental Population Non-Essential","17.85(a)","U.S.A. (AL;The free-flowing reach of the Tennessee R. from the base of Wilson Dam downstream to the backwaters of Pickwick Reservoir [about 12 RM (19 km)] and the lower 5 RM [8 km] of all tributaries to this reach in Colbert and Lauderdale Cos. see 17.85(a))"
"Villosa trabalis","Cumberland bean (pearlymussel)","N/A","Clams","Experimental Population Non-Essential","N/A","U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see 17.85(b)(1))"
"Vipera latifii","Lar Valley viper","N/A","Reptiles","Endangered","N/A","Wherever found"
"Vireo bellii pusillus","Least Bell's vireo","17.95(b)","Birds","Endangered","N/A","Wherever found"
"Viverra civettina (=megaspila c.)","Malabar large-spotted civet","N/A","Mammals","Endangered","N/A","Wherever found"
"Vulpes macrotis mutica","San Joaquin kit fox","N/A","Mammals","Endangered","N/A","wherever found"
"Vulpes velox hebes","Northern swift fox","N/A","Mammals","Endangered","N/A","Canada"
"Vultur gryphus","Andean condor","N/A","Birds","Endangered","N/A","Wherever found"
"Wyulda squamicaudata","Scaly-tailed possum","N/A","Mammals","Endangered","N/A","Wherever found"
"Xenicus longipes","New Zealand bushwren","N/A","Birds","Endangered","N/A","Wherever found"
"Xenopirostris damii","Van Dam's vanga","N/A","Birds","Threatened","N/A","Wherever found"
"Xenopirostris polleni","Pollen's vanga","N/A","Birds","Threatened","N/A","Wherever found"
"Xeromys myoides","False water rat","N/A","Mammals","Endangered","N/A","Wherever found"
"Xipholena atropurpurea","White-winged cotinga","N/A","Birds","Endangered","N/A","Wherever found"
"Xyrauchen texanus","Razorback sucker","17.95(e)","Fishes","Endangered","N/A","Wherever found"
"Zapus hudsonius luteus","New Mexico meadow jumping mouse","17.95(a)","Mammals","Endangered","N/A","Wherever found"
"Zapus hudsonius preblei","Preble's meadow jumping mouse","17.95(a)","Mammals","Threatened","17.40(l)","wherever found"
"Zosterops albogularis","Norfolk Island white-eye","N/A","Birds","Endangered","N/A","Wherever found"
"Zosterops conspicillatus conspicillatus","Bridled white-eye","N/A","Birds","Endangered","N/A","Wherever found"
"Zosterops modesta","Seychelles white-eye","N/A","Birds","Endangered","N/A","Wherever found"
"Zosterops rotensis","Rota bridled White-eye","17.95(b)","Birds","Endangered","N/A","Wherever found"
"Zyzomys pedunculatus","Australian native mouse","N/A","Mammals","Endangered","N/A","Wherever found"
